,ImageId,No. Mask,Otsu,"BW:1, Colour:0","class: colour=0, BW=1, BW/light=2",Dimension,IoU RW,IoU Ncut,IoU Felzen
14,d1b173875e2261f55014bd27bd7174b9ae1c769338c1b31b5d737e9e60175993,9,0.2282781862745098,1,1,"(256, 256, 3)",0.013333333333333332,0.02222222222222222,0.47761446886446884
15,56d0da5b663ddd49955478c00ca03118c367ff7dd6a646b8c875b0acb207d1c5,24,0.07085631127450981,1,1,"(360, 360, 3)",0.09250006315523557,0.0,0.38692386114109467
16,33d0a9b24c25852ce35274b4b1777484ccd21f44dbe35491cc926e5948c1ce3e,14,0.14468443627450983,1,1,"(256, 256, 3)",0.048529411764705876,0.04458333333333333,0.46284605229651665
17,7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23,25,0.07048100490196078,1,1,"(360, 360, 3)",0.0629825908858167,0.0,0.508515947467167
18,f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f,9,0.12069546568627451,1,1,"(256, 256, 3)",0.07,0.07777777777777777,0.4377525252525253
19,3b3f516ebc9a16cff287a5ffd3a1861a345a6d38bedbba74f1c0b0e0eac62afd,40,0.10276501225490195,1,1,"(256, 256, 3)",0.03628521081998697,0.035964912280701755,0.3661009351442357
20,351771edfc5db5665ded8aa4940257276b6526663c76e3b60b92a52584d8943c,106,0.13185508578431374,1,1,"(520, 696, 3)",0.0,0.0,0.24023878986832972
21,358e47eaa1e9222252793fe0fb8c77028d4e0d4360b95a07c9fe6df6a2066556,52,0.10618872549019608,1,1,"(256, 256, 3)",0.0,0.01282051282051282,0.10185597057536037
22,e5384c905e9879cb6e8ff5250fb03155bc1db035d8dde458eece9078b7de8ff1,28,0.07117800245098038,1,1,"(360, 360, 3)",0.09109171254708781,0.02727272727272727,0.4398215544737284
23,97158b2fe38783d88d4e44ba1b7bc6c84f225f8b35fcccc2f9265c65f14e7c8b,15,0.25608149509803924,1,1,"(256, 256, 3)",0.06666666666666667,0.06666666666666667,0.4029845399698341
24,1b2bf5933b0fb82918d278983bee66e9532b53807c3638efd9af66d20a2bae88,11,0.20068933823529417,1,1,"(256, 256, 3)",0.025,0.03571428571428571,0.4281792549555708
25,8d9b4205ddb10fa49a2973b4f3a2dc6923407ae015081e1a52c4b4c2fe8faa53,33,0.1329733455882353,1,1,"(256, 256, 3)",0.0,0.0,0.4798689755211495
26,0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6,29,0.543822902879902,0,0,"(256, 320, 3)",0.10807920219684926,0.15008205653366943,0.2040001008586741
27,04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e,82,0.13334099264705884,1,1,"(256, 256, 3)",0.0012345679012345679,0.011267605633802818,0.026733844893967205
28,df33b11184427e05c8a450f921586685975fe975f57315e686a0f26fddb93db1,47,0.2249923406862745,1,1,"(256, 256, 3)",0.002173913043478261,0.03079437106663425,0.2874997104406202
29,0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9,27,0.09450061274509802,1,1,"(256, 256, 3)",0.02567049808429119,0.0125,0.21142680787417628
30,b2c5d8653c621207e97b699e5c4c05d13df4f02d9db3e594b1f0c22e5b746aae,24,0.09728860294117647,1,1,"(256, 256, 3)",0.0,0.0,0.1572884674072354
31,2dd9d8c797fc695665326fc8fd0eb5cd292139fa478ccb5acb7fb352f7030063,16,0.2362515318627451,1,1,"(256, 256, 3)",0.0,0.0,0.1830952380952381
32,6b61ab2e3ff0e2c7a55fd71e290b51e142555cf82bc7574fc27326735e8acbd1,158,0.17151501225490196,1,1,"(520, 696, 3)",0.0,0.0,0.16537401286236794
33,a1f50f101bc471e2d6967ebdb8ba81150588609e769f3b960f0801e4da5fdc6f,7,0.07018229166666667,1,1,"(256, 256, 3)",0.0,0.0,0.09778554778554778
34,fc22db33a2495f58f118bc182c0087e140df14ccb8dad51373e1a54381f683de,89,0.12076439950980393,1,1,"(520, 696, 3)",0.02046758462421113,0.022061272061272064,0.1763761549274657
35,a90401357d50e1376354ae6e5f56a2e4dff3fdb5a4e8d50316673b2b8f1f293b,20,0.4603720848651961,0,0,"(256, 320, 3)",0.08370927318295739,0.19561632953576685,0.031578947368421054
36,f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7,47,0.09883578431372549,1,1,"(256, 256, 3)",0.0191470054446461,0.02969858156028369,0.1922067953606138
37,10ba6cbee4873b32d5626a118a339832ba2b15d8643f66dddcd7cb2ec80fbc28,67,0.08195465686274508,1,1,"(520, 696, 3)",0.0,0.0,0.35299710996380096
38,a246bcaa64af48ee5ca181cd594c0fc43466e7614406eb8bc01199a16ebc95d0,44,0.07455575980392157,1,1,"(256, 256, 3)",0.027974067290080014,0.0,0.5362030388749186
39,33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731,23,0.43990177619485304,0,0,"(256, 320, 3)",0.10371496924128502,0.17735083756822886,0.062251082251082245
40,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,130,0.06266084558823529,1,1,"(520, 696, 3)",0.0,0.0,0.3183080816057751
41,e23e11414ee645b51081fb202d38b793f0c8ef2940f8228ded384899d21b02c2,199,0.13090533088235295,1,1,"(520, 696, 3)",0.0,0.0,0.11632710548857536
42,e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650,27,0.3525965073529412,1,1,"(256, 256, 3)",0.0,0.0,0.3349275346315275
43,420f43d21dbaba42bf8c0995b3a2c85537876d594433770c6c6f3d6b779ec15f,49,0.6209087944240197,0,0,"(256, 320, 3)",0.09340276003066701,0.09340276003066701,0.13248549647172927
44,c3bec1066aae20f48b82975e7e8b684cd67635a8baf211e4d9e3e13bc54c5d06,76,0.11438419117647061,1,1,"(256, 256, 3)",0.020333089757642187,0.012403846153846154,0.3811321902848553
45,58cc121d37fb7f1b4a5252024d88415936781e540252b8f734faeedd29b682d5,49,0.11326593137254903,1,1,"(256, 256, 3)",0.017242158918074565,0.002173913043478261,0.29434400993002424
46,0287e7ee5b007c91ae2bd7628d09735e70496bc6127ecb7f3dd043e04ce37426,62,0.1183517156862745,1,1,"(256, 256, 3)",0.051963205200886264,0.02976923076923077,0.18969205421348198
47,6eefe1f0d9c2d2c2380db3ecd2113a566ace7dfc917687bb5033b4af5b8293aa,33,0.14554227941176473,1,1,"(256, 256, 3)",0.0,0.0,0.30079287588679604
48,a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c,155,0.09924938725490196,1,1,"(520, 696, 3)",0.013826374634979415,0.011993650793650794,0.294388891756693
49,8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1,74,0.12555147058823532,1,1,"(256, 256, 3)",0.026608153142679995,0.025704045058883768,0.017222900464218968
50,8e8a7a14749d0b2e48de3d10e2e80063f17b165ad921c8afc0623f08500f3259,16,0.10927542892156863,1,1,"(256, 256, 3)",0.016,0.026666666666666665,0.286163910562435
51,1db1cddf28e305c9478519cfac144eee2242183fe59061f1f15487e925e8f5b5,9,0.20896905637254903,1,1,"(256, 256, 3)",0.0,0.0,0.4275765900765901
52,6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d,46,0.14044117647058824,1,1,"(256, 256, 3)",0.0,0.0,0.18449671869597586
53,20468e8779c43e089dc0ff30f25e6cf3872d5aa6a0fdad6f8aca382da43e8582,20,0.31603860294117647,1,1,"(256, 256, 3)",0.0,0.0,0.40524961149961153
54,ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6,32,0.09496783088235294,1,1,"(256, 256, 3)",0.02609557203998497,0.015625,0.23311319537241687
55,15039b3acccc4257a1a442646a89b6e596b5eb4531637e6d8fa1c43203722c99,33,0.5930140073529412,0,0,"(256, 320, 3)",0.12428973369102925,0.12428973369102925,0.09296573414220473
56,ce88df7356d9d4a8d5944a93768f4c4b593de2d35616f7448c2b37b9fd60dd1f,58,0.19482230392156863,1,1,"(256, 256, 3)",0.0,0.0057692307692307696,0.3380841386137005
57,c043d5ac9dd466052e53491d0d513b0684f493d320b820f6dc2e05330ce58ec3,13,0.10966605392156864,1,1,"(256, 256, 3)",0.0,0.0,0.4176450931249692
58,f4faa3a409014db1865074c5f66a0255f71ae3faba03265da0b3b91f68e8a8f0,14,0.15968903186274513,1,1,"(520, 696, 3)",0.3831620623958085,0.3268620268620268,0.5295555555555556
59,b6c9b58de0388891221b8f7a83cbf0b8f8379b51b5c9a127bf43a4fc49f1cc48,18,0.062905943627451,1,1,"(360, 360, 3)",0.07389912583390844,0.0,0.4252631578947369
60,8d05fb18ee0cda107d56735cafa6197a31884e0a5092dc6d41760fb92ae23ab4,94,0.7555300245098038,1,2,"(1024, 1024, 3)",0.0,0.0,0.030883368326123407
61,ac8169a0debed11560f3f0e246c05ea82d03c66346f1576cc8268554cb3f549f,23,0.05502450980392158,1,1,"(360, 360, 3)",0.07024595488918593,0.030434782608695653,0.5870231600613361
62,19f0653c33982a416feed56e5d1ce6849fd83314fd19dfa1c5b23c6b66e9868a,70,0.3225566789215686,1,1,"(260, 347, 3)",0.017193438140806563,0.011189358372456963,0.30304541932963824
63,2ab91a4408860ae8339689ed9f87aa9359de1bdd4ca5c2eab7fff7724dbd6707,55,0.3525965073529412,1,1,"(256, 256, 3)",0.0,0.0,0.3274899998185205
64,eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698,50,0.31131280637254904,1,1,"(256, 256, 3)",0.0,0.0,0.330866335496549
65,1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e,19,0.05473345588235295,1,1,"(360, 360, 3)",0.04053513536272157,0.0,0.4659041394335512
66,3b75fc03a1d12b29bd2870eb1f6fdb44174dbd1118dfc11c31f127bd87bd27ef,8,0.10579044117647059,1,1,"(256, 256, 3)",0.0,0.0,0.41707070707070704
67,bff985591dd5d6303018a6e9a3dcfb336771a414ad4605c24ce1c1155fc86a96,17,0.3477634803921569,1,1,"(256, 256, 3)",0.0,0.0,0.4572825384334336
68,7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97,25,0.04338235294117647,1,1,"(360, 360, 3)",0.05621693121693122,0.0,0.42981078904991943
69,573e1480b500c395f8d3f1800e1998bf553af0d3d43039333d33cf37d08f64e5,12,0.11392463235294119,1,1,"(256, 256, 3)",0.005,0.008333333333333333,0.5611764705882354
70,9774c82396327929fea05e40ae153cabf0107178b2ae3e40a5709b409793887e,14,0.2587699142156863,1,1,"(256, 256, 3)",0.0,0.0,0.23553092216707777
71,a3a1b8f9794ef589b71faa9f35fd97ad6761c4488718fbcf766e95e31afa8606,16,0.10140165441176474,1,1,"(256, 256, 3)",0.015000000000000003,0.02,0.344281045751634
72,e414b54f2036bcab61b9c0a966f65adf4b169097c13c740e03d6292ac076258c,63,0.581195513939951,0,0,"(256, 320, 3)",0.3186577950351535,0.3165589312648136,0.1670346707219265
73,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,18,0.44851604243259807,0,0,"(256, 320, 3)",0.170281217750258,0.06617647058823531,0.06798418972332017
74,2c840a94d216f5ef4e499b53ae885e9b022cbf639e004ec788436093837823b2,20,0.06256127450980392,1,1,"(360, 360, 3)",0.11087703134421709,0.0,0.6314226658600525
75,4d40de30a3db3bc4f241cb7f48e8497c11e8f20a99bf55788bdce17242029745,28,0.27674632352941175,1,1,"(256, 256, 3)",0.0,0.0,0.3185515873015873
76,68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c,32,0.16530330882352942,1,1,"(256, 256, 3)",0.0,0.0,0.19337352180339987
77,d32ea6d318626ca14a967d0c1ad3218aebfe636624a8d1173f5150dde8ff38cf,10,0.10971200980392158,1,1,"(256, 256, 3)",0.03125,0.05,0.23247532481278613
78,150b0ffa318c87b31d78af0e87d60390dbcd84b5f228a8c1fb3225cbe5df3e3f,198,0.15160079656862746,1,1,"(520, 696, 3)",0.0011695906432748538,0.0,0.08930894408773765
79,3bfd6bb152310f93daa6f4e1867c10572946e874b3a30c9ba8e0fcdeb590300b,32,0.09105392156862745,1,1,"(256, 256, 3)",0.02052631578947368,0.043560606060606064,0.31874431792499014
80,1a75e9f15481d11084fe66bc2a5afac6dc5bec20ed56a7351a6d65ef0fe8762b,8,0.171530330882353,1,1,"(256, 256, 3)",0.0,0.0,0.18856143856143856
81,29ea4f6eb4545f43868a9b40a60000426bf8dfd9d062546656a37bd2a2aaf9ec,13,0.05467218137254902,1,1,"(512, 640, 3)",0.047619047619047616,0.0,0.03333333333333333
82,648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868,86,0.35897671568627454,1,1,"(256, 256, 3)",0.0,0.00684931506849315,0.20713242363393986
83,60cb718759bff13f81c4055a7679e81326f78b6a193a2d856546097c949b20ff,27,0.10533854166666667,1,1,"(256, 256, 3)",0.026896633475580845,0.0,0.24431722980423687
84,295ac4ecf2ee0211c065cf5dbb93b1eb8e61347153447209cd110e9c3e355e81,18,0.04728094362745097,1,1,"(360, 360, 3)",0.10139171458056906,0.0,0.5424175824175824
85,4bf6a5ec42032bb8dbbb10d25fdc5211b2fe1ce44b6e577ef89dbda17697d819,22,0.3563495710784314,1,1,"(256, 256, 3)",0.0,0.0,0.38427272727272727
86,2bf594e9d06f78b4b79d7ffb395497a0a91126b6b0d710d7a9cee21f5c3bd177,23,0.12398131127450979,1,1,"(256, 256, 3)",0.0,0.0,0.028500000000000004
87,aa58ba4512955771b4f9b459cb4e6a8adb71d11cd6cae662ec2df31d688a5fe0,53,0.5647412048100491,0,0,"(256, 320, 3)",0.18930450137346688,0.19197116804013353,0.052013634416959796
88,9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9,20,0.25197610294117645,1,1,"(256, 256, 3)",0.0,0.0,0.23260653231544332
89,3874755f6222e83006fdad4d664ec0d9697c13af4fbe24b2f9a059bb13075186,15,0.2029871323529412,1,1,"(256, 256, 3)",0.0775,0.09615384615384615,0.43765380646185603
90,fa751ff3a6332c95cb5cb1d28563553914295e9e7d35c4b6bd267241e8a0787c,43,0.1181295955882353,1,1,"(256, 256, 3)",0.004081632653061224,0.004878048780487805,0.1677250991312587
91,2dd3356f2dcf470aec4003800744dfec6490e75d88011e1d835f4f3d60f88e7a,117,0.44624849494485297,0,0,"(256, 320, 3)",0.034103838222013835,0.05082607673421387,0.03130325718404217
92,b3a9f4c9035a0df7e033b18c63bfb0f0d87ff5a4d9aa8bdf417159bb733abb80,6,0.08992034313725492,1,1,"(256, 256, 3)",0.0,0.0,0.6779761904761905
93,adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df,5,0.05891544117647061,1,1,"(360, 360, 3)",0.053296703296703295,0.0,0.2731746031746032
94,0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e,7,0.09064797794117646,1,1,"(520, 696, 3)",0.0,0.0,0.062424242424242424
95,1815cf307859b3e13669041d181aa3b3dbbac1a95aef4c42164b223110c09168,9,0.1358762254901961,1,1,"(256, 256, 3)",0.0,0.0,0.33389110889110885
96,14cc1424c59808274e123db51292e9dbb5b037ef3e7c767a8c45c9ac733b91bf,21,0.04708180147058824,1,1,"(360, 360, 3)",0.04484615384615385,0.0,0.4347599979626627
97,c15c652c08153fb781a5349123ab8f80bb2a8680a41eb8e89e547ae01b7a5441,4,0.17221966911764705,1,1,"(520, 696, 3)",0.5050000000000001,0.5050000000000001,0.5799999999999998
98,f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1,92,0.10969669117647057,1,1,"(256, 256, 3)",0.007964912280701755,0.0,0.36216421013753125
99,cdab367b30db47061df837c1ae9fa875d6057614f797332d37d3513517d6c694,22,0.06510416666666666,1,1,"(360, 360, 3)",0.09454497836032874,0.0,0.4553571428571428
100,136000dc18fa6def2d6c98d4d0b2084d13c22eaffe82e26c665bcaa2a9e51261,34,0.5125033800551471,0,0,"(256, 320, 3)",0.04261083743842364,0.04417989417989417,0.21761009352371832
101,777f7c4269279951ae05b56e806745e613297d411d048c0bce8964afd7d71a4b,44,0.07493872549019608,1,1,"(360, 360, 3)",0.010668563300142247,0.0,0.19645735961525437
102,a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d,87,0.46002530101102945,0,0,"(256, 320, 3)",0.22788637999541872,0.20737849525775226,0.21067217320217493
103,0ddd8deaf1696db68b00c600601c6a74a0502caaf274222c8367bdc31458ae7e,32,0.10625,1,1,"(256, 256, 3)",0.05661576836215323,0.01111111111111111,0.4901623376623377
104,5d21acedb3015c1208b31778561f8b1079cca7487399300390c3947f691e3974,37,0.09027267156862745,1,1,"(512, 640, 3)",0.057445805612950526,0.029278074866310167,0.2116666920467976
105,5b2ccfb94dedf2ec8797c0404fc324888e35ab903c41bb26f070552033ca8e6c,36,0.11750153186274512,1,1,"(256, 256, 3)",0.04839090102247997,0.05752920988215106,0.13853733346060712
106,3bf7873f11823f4b64422f49c8248dd95c0d01f9ae9075ae3d233bbb21a3d875,66,0.24000459558823528,1,1,"(256, 256, 3)",0.0,0.0,0.3686640255923556
107,79fe419488ba98494e3baa35c6fef9662eda1efe325d0ab0ac002f5383245d96,74,0.5744749272365197,0,0,"(256, 320, 3)",0.13314413022775845,0.13314413022775845,0.06078231647783453
108,4185b9369fc8bdcc7e7c68f2129b9a7442237cd0f836a4b6d13ef64bf0ef572a,48,0.14786305147058826,1,1,"(256, 256, 3)",0.06679386370644465,0.07309473472264169,0.2974799076991913
109,76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1,111,0.05924479166666668,1,1,"(520, 696, 3)",0.0,0.0,0.3028977682178177
110,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,25,0.054633884803921576,1,1,"(360, 360, 3)",0.021182266009852214,0.0,0.36325784157363106
111,a22b7882fa85b9f0fcef659a7b82bfcddf01710f9a7617a9e036e84ac6901841,31,0.09438572303921569,1,1,"(256, 256, 3)",0.05309604138551507,0.059576612903225815,0.2036764991911107
112,57b49733c5a3c268b013553635a826e6a1b10e699bbd19c3b842375fe0adf344,18,0.05121017156862745,1,1,"(360, 360, 3)",0.032371794871794875,0.0,0.3619047619047619
113,58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921,2,0.2099800857843137,1,1,"(256, 256, 3)",0.0,0.0,0.06000000000000001
114,6bc8cda54f5b66a2a27d962ac219f8075bf7cc43b87ba0c9e776404370429e80,18,0.046928615196078424,1,1,"(360, 360, 3)",0.059356643356643354,0.0,0.46735380116959063
115,a7f6194ddbeaefb1da571226a97785d09ccafc5893ce3c77078d2040bccfcb77,83,0.45588519224877455,0,0,"(256, 320, 3)",0.1449168446371716,0.07631541709503006,0.07881945737014573
116,5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e,8,0.09051011029411765,1,1,"(256, 256, 3)",0.0,0.0,0.29052059052059054
117,da31f2aa8601afec5c45180a2c448cb9c4a8ec7b35e75190d6ba3588f69058c8,62,0.23494944852941177,1,1,"(520, 696, 3)",0.17598427853206697,0.17598427853206697,0.3611439915231812
118,c620631271a56407d6d69fa1a69451ca99c50dcc30e29db04cf6fb7cacbde8cb,11,0.2432138480392157,1,1,"(256, 256, 3)",0.0,0.0,0.1728138528138528
119,be26966900aa0e5b41d5a8ecafe04281b37deb05c5cd027968d7b74143398174,33,0.32734375,1,1,"(256, 256, 3)",0.0,0.0,0.24405478433859332
120,4e07a653352b30bb95b60ebc6c57afbc7215716224af731c51ff8d430788cd40,136,0.771484375,1,2,"(1024, 1024, 3)",0.0,0.0,0.04313208436936407
121,94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,61,0.5917607153799019,0,0,"(256, 320, 3)",0.21550124880030483,0.24249088482139328,0.09457008992353069
122,fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae,7,0.37886795343137253,1,1,"(256, 256, 3)",0.0,0.0,0.52
123,305a8baaf726d7c9e695bff31d3a6a61445999a4732f0a3e6174dc9dcbe43931,12,0.12876838235294116,1,1,"(256, 256, 3)",0.06666666666666667,0.06666666666666667,0.2659536541889483
124,866a8cba7bfe1ea73e383d6cf492e53752579140c8b833bb56839a55bf79d855,5,0.09022671568627452,1,1,"(520, 696, 3)",0.0,0.0,0.0
125,0e21d7b3eea8cdbbed60d51d72f4f8c1974c5d76a8a3893a7d5835c85284132e,29,0.528941400122549,0,0,"(256, 320, 3)",0.09914529914529915,0.09914529914529915,0.2610582736637831
126,1ec74a26e772966df764e063f1391109a60d803cff9d15680093641ed691bf72,26,0.6093837086397058,0,0,"(256, 320, 3)",0.14696672420810353,0.14696672420810353,0.06921648033602493
127,bde3727f3a9e8b2b58f383ebc762b2157eb50cdbff23e69b025418b43967556b,106,0.059015012254901966,1,1,"(520, 696, 3)",0.0,0.0,0.26569172611066655
128,28d33efef218392e79e385906deb88055d94b65ad217de78c07e85476f80f45a,39,0.055369178921568646,1,1,"(360, 360, 3)",0.013300142247510669,0.0,0.33146355446355447
129,831218e6a1a54b23d4be56c5799854e7eb978811b89215319dc138900bd563e6,20,0.050796568627450994,1,1,"(360, 360, 3)",0.04003846153846154,0.0,0.49581392876129715
130,8de0b1a2e8f614af29fe5fafeaa5bdf55e6b3e65edf36355f19b707f7649ce2b,11,0.19325214460784318,1,1,"(256, 256, 3)",0.089010989010989,0.12666666666666665,0.6509615384615385
131,cbff60361ded0570e5d50429a1aa51d81471819bc9b38359f03cfef76de0038c,76,0.5027481617647059,0,0,"(256, 320, 3)",0.07869811954042168,0.08286371275744642,0.07045463003531287
132,a6593632dcbbe4c9e9429a9cec573d26fd8c91a47d554d315f25e7c2e0280ee3,10,0.19901194852941181,1,1,"(256, 256, 3)",0.0,0.0,0.4019607843137255
133,c75139ef0546d2240b37afb3219eb74a06b7977818697d5c3138796472483af3,89,0.27753523284313725,1,1,"(256, 256, 3)",0.0,0.0,0.41561830402190825
134,f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6,18,0.12503829656862744,1,1,"(256, 256, 3)",0.05555555555555556,0.05555555555555556,0.4978354978354978
135,b8fdc02d915206bb2564e1f7da962f2b9d9d491b11afa00a76622b7932366480,21,0.10969669117647057,1,1,"(256, 256, 3)",0.0,0.03636363636363636,0.09911053130929791
136,608ff81c8a0c8b622f6648a9c7f935d85f0c503f515ef2ac3728387be1953ee8,15,0.18037683823529413,1,1,"(256, 256, 3)",0.03205128205128205,0.03205128205128205,0.31745573870573873
137,7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105,75,0.17719822303921567,1,1,"(256, 256, 3)",0.00125,0.0,0.35811306701655754
138,af8621ef0db8c26b0bce6385bd5609b584bfd678fcf7a234b8a15e6bb05c15ac,22,0.12761948529411765,1,1,"(256, 256, 3)",0.10309456127031211,0.07952380952380952,0.29612009612009615
139,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034,20,0.04702052696078432,1,1,"(360, 360, 3)",0.057429765886287634,0.0,0.7308980950399715
140,b24ea5c268469a95ed155eeaf809e36030b78a2eb530a0cb2380cdc1ccdb7dd1,50,0.23069852941176466,1,1,"(520, 696, 3)",0.35127216299627967,0.3340366348249098,0.4945359860753554
141,20b20ab049372d184c705acebe7af026d3580f5fd5a72ed796e3622e1685af2f,289,0.05980392156862745,1,1,"(603, 1272, 3)",0.0,0.0,0.0
142,670ebd9d674be236b9bf0b28650ad3f68e1891b06e16a9021fd069ca7ef32b78,20,0.05081188725490197,1,1,"(360, 360, 3)",0.051498682476943336,0.0,0.5905817696734504
143,619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483,24,0.09710477941176471,1,1,"(256, 256, 3)",0.030129773822766038,0.0125,0.3205418719211822
144,f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300,26,0.457559095435049,0,0,"(256, 320, 3)",0.3658352698675279,0.3658352698675279,0.176747251300582
145,5ef4442e5b8b0b4cf824b61be4050dfd793d846e0a6800afa4425a2f66e91456,54,0.5141088564644608,0,0,"(256, 320, 3)",0.004545454545454545,0.02748884190744656,0.022716766112992524
146,07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5,313,0.2360217524509804,1,1,"(520, 696, 3)",0.0004464285714285714,0.0022872942063591807,0.09131120344259173
147,1c681dfa5cf7e413305d2e90ee47553a46e29cce4f6ed034c8297e511714f867,66,0.2991727941176471,1,1,"(256, 256, 3)",0.0,0.0,0.25784986002889654
